epoch,gradient_magnitude
0,0.06514585009203888
1,0.01258198222993852
2,0.02613202627246203
3,0.1923154932016985
4,0.007566669011354376
5,0.03364821875235986
6,2.3698416473163494e-05
7,0.002706420977462025
8,0.011471174136962003
9,0.004290715517935687
10,1.8874075591127323e-10
11,0.0009100602592678089
12,0.0011068096742281213
13,0.029597573425785957
14,1.6205575482045554e-05
15,0.0001507139932445957
16,1.1432217767619626e-07
17,7.90903168290117e-09
18,9.814559919555937e-09
19,3.5995832448756855e-05
20,0.002526671114817073
21,0.012487332287218962
22,6.850566877022099e-08
23,2.7437742358557215e-09
24,0.18984608999412705
25,0.043233482045337446
26,0.1120475472175745
27,0.0007256224730440663
28,0.03533420788214687
29,0.12132349924441473
30,0.12213912642847684
31,0.003083330317517216
32,0.005177743055408679
33,1.3094508648011597e-13
34,6.99775815113366e-05
35,4.095560051055846e-08
36,4.7974703627529364e-09
37,0.001661729064062623
38,5.7918575264811085e-05
39,0.004507541339024195
40,2.015537122428032e-10
41,0.005584537984897871
42,0.3527186606269149
43,0.007281501939345657
44,2.5504288683589034e-06
45,4.29550327180866e-06
46,0.0040527578040996095
47,0.00014378205975828303
48,1.3399305336588294e-06
49,8.565729680467864e-08
