epoch,gradient_magnitude
0,0.06504019676375457
1,0.04279507316704931
2,0.022450492969088878
3,0.029291463262886758
4,0.022247048590049525
5,0.07288294451630073
6,0.01278661147687665
7,0.00011273120586168764
8,0.0069243471085390145
9,0.02302649418088594
10,0.05752632564352825
11,0.00287099867278279
12,0.0009540821271226396
13,0.03534226586655138
14,0.048887305529097654
15,0.009488456786655905
16,1.9648385176845326e-05
17,0.013130000897046799
18,0.005858848360269708
19,0.013407830513002424
20,3.9652460754064885e-05
21,0.0010854942218809672
22,0.003067967670333992
23,1.4406433229502339e-05
24,0.007933245426922619
25,0.02133866902731972
26,0.007094960144176847
27,0.0023035369216515855
28,0.0013684577620844997
29,0.0034059785417551534
30,0.0007192276198776471
31,0.00012254372166203617
32,0.00142324688646918
33,0.00025514087595252563
34,0.001986408156908683
35,0.00024090271446655385
36,1.3434428811384699e-07
37,0.001674999118014269
38,0.0009915540249165208
39,0.0023962072142294493
40,0.010334913497354667
41,0.0012013814948235626
42,7.643236764504284e-05
43,3.197265479302822e-05
44,0.0011931331884312386
45,1.2994269034195378e-05
46,0.00012227297167775848
47,0.0032504402756057694
48,6.398769444417197e-07
49,1.4817279791360842e-05
