epoch,gradient_magnitude
0,0.017664954621806443
1,0.030581148244782884
2,0.0011048257458560508
3,0.016519862441587454
4,0.008685731956178779
5,0.00020019286775389836
6,1.2785545545492116e-07
7,0.01592379278827698
8,0.04240786085155663
9,0.009332059898114317
10,0.0004239516960596835
11,0.0002809883785607069
12,1.5516918359459717e-06
13,2.2384284173386528e-05
14,0.007707591447887645
15,6.701223895268933e-10
16,7.472543934450216e-05
17,4.2276002447730496e-07
18,0.005441505817465549
19,0.18342660639877392
20,0.009810876019412596
21,1.4516630278091787e-07
22,0.0005290882801845629
23,0.007095521321659292
24,2.7491402780218466e-08
25,0.03781581498145216
26,0.04046229976137604
27,0.0013108560694956033
28,0.010436601472248737
29,0.0005361763421710484
30,0.0005503652354038346
31,1.5216135307391634e-08
32,3.1182985203593232e-06
33,6.705992360443893e-06
34,0.00039465818576897745
35,0.010994830025563394
36,0.00047046003563516693
37,0.004213310175096898
38,0.012761028572627496
39,2.724115648369578e-05
40,7.278371899527897e-08
41,0.0013746207549124446
42,2.1806234212617998e-13
43,2.4454178014090885e-05
44,2.9066313015111262e-11
45,9.125710444725021e-11
46,3.2021008134584453e-06
47,0.006490383166083886
48,0.0170705407519339
49,4.8760884457294826e-09
50,5.817877064275442e-14
51,1.4617123737526634e-09
52,0.004976409920622965
53,0.006600005835299183
54,4.708656567636938e-13
55,4.7115534168453094e-05
56,0.013739679631413294
57,0.020294769482848994
58,8.823081698924873e-10
59,0.0029209432795365246
60,3.207587474864466e-14
61,2.554551315278641e-05
62,1.1704015287338873e-05
63,0.05343735350809661
64,2.4154294697056293e-14
65,0.008786371088390525
66,0.019479799847534375
67,0.00021334997700566617
68,6.139487179324891e-05
69,1.3589902216504126e-14
70,6.655513963528032e-10
71,0.013262190500053039
72,0.0018758790562158028
73,2.4509405425385792e-12
74,0.0001334266161286497
75,5.899794333399921e-14
76,7.764496058940129e-08
77,2.0350177340552955e-12
78,2.0291964195907043e-18
79,5.806057965353429e-06
80,0.4332429128610535
81,0.004620383708822081
82,2.1477662928632125e-11
83,1.9489448908749755e-20
84,2.9564388639468834e-19
85,0.03240394111540236
86,1.737725598587372e-11
87,0.01016395203764388
88,1.2055832248896732e-16
89,7.203570306293405e-14
90,0.0016773375048670476
91,7.689357567007872e-06
92,2.0556350701924014e-17
93,1.4991016268115043e-09
94,2.9012052130110394e-10
95,3.0982288147505576e-11
96,2.9065785040820123e-09
97,1.6863665769707745e-16
98,1.1515936120367845e-19
99,9.141045631487252e-09
