epoch,gradient_magnitude
0,0.0008199148173128479
1,0.004061282827161324
2,0.003912665804275274
3,0.0020144761873992466
4,0.0015144726560860052
5,0.004069657834316263
6,0.0035833317789335643
7,0.003740750025938551
8,0.0027252020683555716
9,0.0008357975429875097
10,0.0025983721758097724
11,0.0012669910489677256
12,0.0019840608703502694
13,0.002619774544279914
14,0.0017850009506286475
15,0.0027346480515955513
16,0.0015532022191286198
17,0.0023720898231568066
18,0.0007386977151544118
19,0.0022407405839369324
20,0.0021569416411162884
21,0.002266651561645528
22,0.0017535934888266542
23,0.000933017299315864
24,0.0011563143454320782
25,0.0015873814844048564
26,0.0010487142248625035
27,0.0023470955002102612
28,0.0018541155512501605
29,0.0019367499784022568
30,0.001171940767543612
31,0.0008239410084793864
32,0.0007464143304397405
33,0.0013772897296587686
34,0.0008818858067829026
35,0.000634304040210028
36,0.0004916374920466912
37,0.000307600797523775
38,0.0003263461930595237
39,0.0002664918893404427
40,0.00048741639809164993
41,0.0005196023926208232
42,0.0011177631842657053
43,0.0007368489407825389
44,0.0009811906100455465
45,0.00033583379215097514
46,0.00034438517373332395
47,0.00043734821194456953
48,0.00043347298767776126
49,0.00026522541038825377
