epoch,gradient_magnitude
0,0.02782819426168419
1,0.04845336565517874
2,0.01658750450865599
3,0.014917375951454077
4,0.004269672297636354
5,0.010956552305728735
6,0.01882464493834155
7,0.00012667891366781726
8,0.007617707474214363
9,0.012863822224572509
10,0.020310140913157887
11,0.0036689885701450355
12,0.004021935516272438
13,0.004334448311560383
14,0.010134716998839707
15,1.9419600530647933e-05
16,0.002055289808505069
17,4.442118342257357e-05
18,0.004878004359093703
19,0.00022991134929993114
20,0.008768943803823008
21,0.0066357944119009565
22,0.0010130691406332534
23,0.0003791882201313409
24,0.00016675003830686036
25,0.0007901311936838482
26,0.001650465792387111
27,0.0028321679218658185
28,0.00031007013057861874
29,0.00044473367948482577
30,7.007367579840655e-06
31,0.0002077900109971034
32,5.007552984473467e-05
33,7.040738837590051e-05
34,1.8923478208022214e-05
35,0.00012315664844276544
36,0.0003000673949176014
37,0.0010531793979783046
38,0.0003972064716570724
39,0.00012819666434334202
40,0.00029055741026800424
41,1.7183863892169424e-05
42,1.3411924554622837e-05
43,0.0001553094573813878
44,0.0020322206991917765
45,9.128694276606452e-07
46,9.849667941301595e-05
47,6.371730732261464e-05
48,0.00011261207885566143
49,2.627644291825944e-05
50,0.00011108243806913064
51,0.0010839884842845017
52,0.0002841172356022291
53,1.2686150427789827e-06
54,2.554081276439029e-05
55,0.00035225370165715297
56,0.00028512013501148266
57,5.76101250388306e-07
58,0.00011025225208161795
59,0.00031512672516451827
60,3.0360883270955797e-05
61,0.004491446656707201
62,0.004120966259481251
63,0.0009808856410993526
64,0.0001078346093293437
65,1.688456819097974e-06
66,0.000355691756346719
67,4.907700687925163e-05
68,1.0622273161587848e-06
69,1.743674958508997e-05
70,0.0005645911146936431
71,1.3883101112346532e-05
72,7.1055681357428745e-06
73,1.95810291524829e-05
74,4.987787311352964e-06
75,2.7612676820562566e-05
76,1.8193573652964334e-05
77,2.1643077510338272e-07
78,5.1540161151486684e-05
79,1.4157453516367898e-06
80,0.00010767836121076161
81,1.905245107953896e-05
82,7.138480393549189e-05
83,7.004558360540421e-07
84,5.214142233652584e-07
85,1.1183796828742828e-06
86,6.0579312531763165e-06
87,0.0011921339839811762
88,1.593462378233393e-07
89,4.1631408729248474e-05
90,1.3065271427062225e-05
91,0.01883894277321209
92,5.377904301316176e-06
93,1.088989400990112e-05
94,0.00011478410720445856
95,6.092765071134475e-06
96,1.9414287876365535e-05
97,3.740188169898176e-05
98,7.928080663383275e-05
99,7.235740395498448e-07
