epoch,gradient_magnitude
0,0.0009646057133042826
1,0.07645382944742268
2,0.015439913585677612
3,0.016717237801665775
4,0.009417840073942516
5,0.000694547189662303
6,1.658457670972158e-05
7,0.027517796018806696
8,0.00019077384306521148
9,0.000840613211314529
10,0.000824073028368389
11,0.0012889652018561889
12,0.0018048233321766166
13,0.011893331596460726
14,0.00023665307618447935
15,0.0003690542405767138
16,0.006647450510870744
17,0.006917209453294467
18,5.501261614460975e-06
19,0.04931732139500681
20,0.01248551931588784
21,2.4810726657626857e-05
22,0.0005668239915117235
23,8.40274842010539e-05
24,4.583831932187977e-05
25,0.023441912297598375
26,3.2276068392747063e-09
27,0.0005777677823977491
28,0.006749192668865936
29,0.01653164651800113
30,2.710558105540936e-07
31,2.160288965407442e-06
32,5.545983324645483e-07
33,2.7143359044189592e-08
34,2.321419439730189e-06
35,0.00032904863313471227
36,0.00040673596058355424
37,3.474498049573632e-05
38,4.455232938894623e-07
39,5.675781729060894e-06
40,1.790555996057684e-05
41,0.00013863693483014887
42,0.0010269094128673609
43,3.852727780750724e-07
44,2.4643397755268827e-08
45,3.6542635263401466e-07
46,3.5057655828484035e-05
47,6.208430332246974e-06
48,0.00017005131366732847
49,8.872690674390089e-06
50,0.0010627320403874562
51,0.00020634133053585408
52,7.76970726941448e-07
53,1.75074942442482e-06
54,1.4568513033606977e-10
55,1.7707097295370054e-07
56,2.3223581863431926e-05
57,0.0014576890068797189
58,6.8978835057398435e-09
59,2.281552404491264e-05
60,0.0025090353723351325
61,9.075594910759182e-05
62,0.0032547963306856216
63,0.00033886148057229635
64,2.145537791748831e-06
65,6.044378124448356e-08
66,8.554265584021116e-05
67,1.578457926522472e-05
68,3.0408586510701552e-05
69,0.00010703042602993736
70,1.3203797492311674e-06
71,2.1684487241404893e-09
72,3.2567568027207256e-05
73,3.685592606253064e-05
74,3.0663998855155313e-08
75,1.5086536520765336e-05
76,0.0003287052500804173
77,0.00012161218208199557
78,2.3096417979888846e-07
79,0.0005725074657466209
80,7.167782326043937e-07
81,7.054134292364899e-07
82,1.706775628730607e-05
83,3.368083482251579e-05
84,6.151136110612373e-07
85,5.2808165516679884e-11
86,1.1514418132201716e-07
87,1.463352801709985e-06
88,8.263348896111446e-06
89,1.9208962366107425e-06
90,0.0012643732751646192
91,1.7959963642631648e-10
92,0.00022548843240381271
93,1.8747998844833693e-06
94,2.7621804506996643e-07
95,1.966574358383761e-06
96,4.8891353887341486e-08
97,1.0000375972465705e-06
98,3.901506744121904e-06
99,2.7567636902059225e-05
