epoch,gradient_magnitude
0,0.005873872714983108
1,0.0015016607673128846
2,0.002194711318137738
3,0.0009371794876736845
4,0.002605266600954522
5,0.0036633918411165395
6,0.002245341603482191
7,0.0025205420438233457
8,0.0030817886075986366
9,0.0028345450062222865
10,0.002446336384075392
11,0.002408700126818453
12,0.0015448020991098773
13,0.0013223890262793496
14,0.002498438694167717
15,0.002293841712518934
16,0.0016194382859331755
17,0.0019165786271638204
18,0.0023659825753283258
19,0.002036798981630245
20,0.0017103225389561542
21,0.0022514330359014864
22,0.002640951625132771
23,0.002644409603345943
24,0.0016330567004471685
25,0.002300958419553367
26,0.001686946560757447
27,0.0017171040466133407
28,0.0020077784969362252
29,0.0011383187754539835
30,0.001515067934825654
31,0.0012355237845111079
32,0.0017176687141968853
33,0.0014753301804811868
34,0.0013818676725052934
35,0.0009205202520764822
36,0.0018613943487640545
37,0.0015561022251046235
38,0.003050016309940883
39,0.0019144149667720846
40,0.00250627409477541
41,0.0013509632701455008
42,0.0013363714915629898
43,0.0019368709776900427
44,0.0012099561218420441
45,0.00119448797361387
46,0.0012652240357916298
47,0.0018328015747995532
48,0.0016783952110580363
49,0.002045937428049428
50,0.0025772338796242
51,0.0012189596208460871
52,0.00119973074632418
53,0.0015235154175968465
54,0.002513942367863431
55,0.0014668680187327203
56,0.001299853614406932
57,0.002860439487499653
58,0.0015600616950892283
59,0.0018594760169926517
60,0.002173407957769411
61,0.0013269678138115642
62,0.0015225562480822717
63,0.002204020140008387
64,0.0029031197514153683
65,0.002066791744799142
66,0.002727762421699863
67,0.002693468853515847
68,0.002026005524555082
69,0.0018327367793247549
70,0.0026775917163557902
71,0.0020648040122352653
72,0.0014500463120501843
73,0.0033788716145052183
74,0.0028693043644727654
75,0.0021135762459048523
76,0.0024201552694493086
77,0.002212407513818933
78,0.0012482006424123107
79,0.00260871686301872
80,0.0012788144467076644
81,0.002882057179933703
82,0.0013116962363706242
83,0.0020500081800256934
84,0.0018222855992875344
85,0.0025394847868525543
86,0.001088573472727116
87,0.0012377217989193088
88,0.0012661840421222053
89,0.0010188775020420042
90,0.002272377825915405
91,0.0014195912128215848
92,0.0013898355039933994
93,0.0015764679989257121
94,0.0025390889130838972
95,0.001322386832245142
96,0.0013827451848551036
97,0.0014604425753801105
98,0.0013558768679967487
99,0.002318525724866738
