epoch,gradient_magnitude
0,0.00888680361000339
1,0.010808452107049296
2,0.0011836802940970268
3,0.0025507449405165966
4,0.004065522963859029
5,0.007036435603475524
6,0.0013291190456459281
7,0.003794751713860057
8,0.004202394993694529
9,0.013010490254980389
10,0.0058289942063111475
11,0.00031146710414318486
12,0.004015711305440058
13,0.003454574236912829
14,0.0020640737838250743
15,0.0032762588410656674
16,0.0005132510144421788
17,0.00193416490000381
18,0.0020193150101884866
19,0.00015373550428096204
20,0.0026742988878386133
21,0.000169520435237305
22,0.0006841273531606844
23,3.918422269153301e-05
24,0.0002182253375209799
25,0.0007693357701142916
26,0.00010184079253561664
27,0.0012368459359721024
28,9.76283054093967e-05
29,0.0001182817603755651
30,0.0004554264718008226
31,0.0005341335472502579
32,0.00067642051803191
33,7.524658548899723e-05
34,0.00013444618106593016
35,7.881221670951221e-05
36,0.0031595852795416237
37,0.00011893596063400176
38,0.0004304264279837146
39,1.407688392354773e-05
40,7.41834800448671e-05
41,0.00046037051057609853
42,0.00010240665533616554
43,6.94776683627671e-07
44,5.0971914742561696e-05
45,6.6951429211641175e-06
46,4.1460188687441075e-06
47,0.00022170973680747078
48,2.3028535856404968e-05
49,2.7648264836094807e-05
