epoch,gradient_magnitude
0,0.003236643278668241
1,0.0017491842664137866
2,0.0030709890178010047
3,0.001803135966359943
4,0.0017902128056154578
5,0.0024358071049424843
6,0.001790445978507401
7,0.0014834807449039121
8,0.0026070982047877115
9,0.001747582764727119
10,0.0022454740664755507
11,0.0019065350052621657
12,0.0019339329349504085
13,0.00193024299960557
14,0.002044530379494036
15,0.001315623140177535
16,0.0013051880279018647
17,0.0026926233137667564
18,0.0022934976340227586
19,0.0013814729860234824
20,0.0012826420856857103
21,0.001601624247356264
22,0.0020045557071933194
23,0.001982723795106678
24,0.0014980140256349115
25,0.0016245414840612802
26,0.0013957353552768554
27,0.002059322923489968
28,0.001377535707924486
29,0.00182930238050675
30,0.001198224692904142
31,0.0012647619211142646
32,0.0013287342125579181
33,0.0015588572569438324
34,0.002358156277117295
35,0.0020085105375200244
36,0.0012420180095160521
37,0.0012898238136964178
38,0.002061929857640809
39,0.0014381805258191684
40,0.0018010417402326835
41,0.0013755065323585401
42,0.0016672602803246516
43,0.0017701144597447285
44,0.001974353111203612
45,0.0022902927889578316
46,0.001730065183042971
47,0.0027737456974627644
48,0.0048406548391051836
49,0.0017552306677595388
