epoch,gradient_magnitude
0,0.022165279258231016
1,2.565140012507259e-05
2,0.10728268524651258
3,0.019238320595114513
4,0.015299925416997888
5,0.005960560097654686
6,1.0698766480152095e-05
7,0.0001258639378262654
8,0.009886085992354536
9,0.002104230306381488
10,0.0020193542395871805
11,1.6046549853489934e-05
12,0.14514066006646958
13,0.0646594803291612
14,0.018552068078335524
15,0.015284055964901254
16,2.823260962167386e-07
17,1.6738793102843162e-07
18,0.0020664662869611093
19,0.020847179839087654
20,0.00017785388518169984
21,0.00024756582574380097
22,3.0460561480534538e-05
23,0.01654392856901692
24,3.983124649364855e-05
25,0.0012443440519482978
26,9.398069188444666e-05
27,0.004085509448215026
28,1.5293394034412318e-06
29,3.7254110892797474e-05
30,0.002035079723905128
31,0.00011339452447023184
32,9.629340130817365e-07
33,0.010476690240017933
34,0.00018141401450119492
35,1.3659743067510108e-05
36,1.1673411768382237e-05
37,9.84675739647123e-06
38,6.766706796417124e-08
39,7.009244860564928e-05
40,1.4655858221806765e-07
41,3.2743972968952664e-10
42,6.865903009238802e-11
43,3.6156218191740303e-06
44,6.153485663938474e-09
45,1.3243225794880275e-07
46,2.630497700446127e-09
47,3.7466321931217296e-07
48,4.43631104083988e-09
49,2.430539339632845e-06
