epoch,gradient_magnitude
0,0.033751325169303716
1,0.011917504686920617
2,0.03058815172916366
3,0.0027506098731466914
4,0.006274711427779974
5,0.001770177607828863
6,0.00038413685182888183
7,0.017798286647150312
8,0.006239516136456997
9,0.029265633726727944
10,0.00782536432761469
11,0.00023220595021379364
12,0.006917931696175811
13,0.003078066426708166
14,3.648448867745394e-09
15,0.006076205405167258
16,2.4351771580760178e-06
17,0.029510125304544988
18,0.0064618799060341585
19,0.0003339920153254745
20,5.397458919472981e-05
21,3.4006730839976205e-09
22,3.2547465909660664e-08
23,5.7852751023443225e-05
24,0.0016578233137873022
25,0.00045643400311240034
26,0.0019377074420764682
27,3.549415545366759e-05
28,0.0012412193682703053
29,2.08387319176547e-05
30,1.10573370866962e-05
31,0.0020543565046297094
32,6.773400128292404e-09
33,0.00017943827852979683
34,0.015777270397226144
35,0.00013612771528738845
36,1.887333614523756e-05
37,9.618577177291528e-08
38,4.8401124471058135e-05
39,2.398519717059663e-06
40,5.636769944854404e-06
41,0.0002803701425180826
42,6.535361522486083e-08
43,2.0950347716349558e-08
44,0.00043855911834441536
45,1.6140727262703364e-06
46,2.0203750296318683e-07
47,2.074268016293607e-07
48,5.950717214689353e-08
49,7.726179348090713e-07
50,4.22590337362225e-06
51,4.4181237615912275e-06
52,2.8446908664839957e-05
53,6.296970774664267e-07
54,2.226686901646069e-07
55,2.1117742582640394e-10
56,0.000116291596940996
57,4.128033837725458e-06
58,1.9495120085322863e-05
59,5.7583131157901936e-05
60,1.3290471980155261e-06
61,1.0580493764150024e-06
62,9.731938094130873e-08
63,9.122540118127165e-08
64,5.932139231646608e-07
65,7.889067676576308e-06
66,1.203477044132886e-05
67,3.303793087363934e-06
68,8.337143487615128e-08
69,1.121579740205305e-09
70,5.027131475219887e-07
71,5.384821981377651e-05
72,3.8198589506128467e-07
73,3.0639466683170833e-06
74,1.2346215497283377e-09
75,2.616581546034719e-06
76,0.0002822269041453581
77,6.0888309141254246e-06
78,4.9700877776106676e-08
79,6.111924979129284e-07
80,0.001069095435458474
81,2.4605417263064113e-08
82,0.00035052201114322824
83,0.0011523768049589262
84,7.816168561764969e-06
85,1.389887619538492e-06
86,4.351430571275185e-06
87,1.4902679370530365e-06
88,1.1047676207809935e-07
89,9.01671202739588e-09
90,2.2872315456268092e-07
91,0.0002834746228334557
92,5.284421387696787e-07
93,1.8001293987374708e-06
94,2.4104199514521456e-07
95,0.0013430552508197433
96,0.00015237636205288666
97,0.00024940932289500633
98,6.85714863295628e-09
99,4.115383920931182e-06
